¤ë¥÷,§Ç¸¹,ªe¤t¦WºÙ,ºÊ´ú¯¸,¤ô·Å¼Æ­È¡]¢J¡^,®ð·Å¼Æ­È¡]¢J¡^,pH¼Æ­È,·»®ñ¶q¼Æ­È¡]mg/l¡^,¥Í¤Æ»Ý®ñ¶q¼Æ­È¡]mg/l¡^,®ò´á¼Æ­È¡]mg/l¡^,µv»ÄÆQ´á¼Æ­È¡]mg/l¡^,¨Èµv»ÄÆQ´á¼Æ­È¡]mg/l¡^,Äa¯B©TÅé¼Æ­È¡]mg/l¡^,¤Æ¾Ç»Ý®ñ¶q¼Æ­È¡]mg/l¡^,Âð¼Æ­È¡]ug/l¡^,»Ì¼Æ­È¡]ug/l¡^,»É¼Æ­È¡]ug/l¡^,¹]¼Æ­È¡]ug/l¡^,¾N¼Æ­È¡]ug/l¡^,ÅK¼Æ­È¡]ug/l¡^,¿ø¼Æ­È¡]ug/l¡^,»È¼Æ­È¡]ug/l¡^,Âì¼Æ­È¡]ug/l¡^,¨E¼Æ­È¡]ug/l¡^,¯~¼Æ­È¡]ug/l¡^,¾É¹q«×¼Æ­È¡]umho/cm¡^,Á`ÁC¼Æ­È¡]mg/l¡^,¿B«×¼Æ­È¡]NTU¡^,¤j¸z±ìµß¸s¼Æ­È¡]CFU/100 ml¡^,´âÆQ¼Æ­È¡]mg/l¡^,Á`´á¼Æ­È¡]mg/l¡^
7,11,Âù·Ë,´_¿³¾ô,29.7,36,8.2,9.3,0.7,ND<0.08,1.51,0.06,3.7,4.2,ND<0.641,ND<0.634,1.47,ND<0.643,4.79,---,14.8,ND<0.647,ND<0.636,ND<0.2,---,227,---,2.8,13000,15.1,---
7,12,ÁD·Ë,¶§©ú¤s,23.8,32.5,7.6,8.2,0.1,ND<0.08,0.7,0.02,0.6,2.3,ND<0.641,ND<0.634,1.61,ND<0.643,4.27,---,7.16,ND<0.647,ND<0.636,ND<0.2,---,230,---,2.2,1200,17.2,---
7,13,ÁD·Ë,ÁD·Ë¾ô,30,35.5,3.4,7.3,0.1,0.13,0.95,ND<0.01,0.9,2.2,ND<0.641,3.22,5.96,2.23,41,---,368,ND<0.647,2.8,ND<0.2,---,951,---,0.45,25,86.8,---
7,14,¶Q¤l§|·Ë,·s¶Q¤l§|,30.7,34,8.4,7.7,0.7,ND<0.08,1.03,0.03,3.1,6.3,ND<0.641,ND<0.634,2.26,0.783,7.19,---,51.7,ND<0.647,1.32,ND<0.2,---,284,---,5.7,11000,16.7,---
7,15,¤s½Þ¸]·Ë,¤s½Þ¸]·Ë,26.8,33.5,7.9,7.4,2.2,ND<0.08,1.45,0.03,6.4,14,ND<0.641,ND<0.634,4.14,0.744,4.89,---,63.1,ND<0.647,1.22,ND<0.2,---,408,---,4.8,95000,31.7,---
7,16,ÁD´ä·Ë,¤jÂ×°±¨®³õ,30.5,34,6.8,4.5,2.3,4.38,0.72,ND<0.01,3.2,11.6,1.85,2.71,4.66,109,416,---,1190,ND<0.647,3.28,ND<0.2,430,3030,---,1,<10,303,---
8,1,·s©±·Ë,¥ÃºÖ¾ô,27.2,32,7.3,5.6,1,0.18,0.65,0.06,4.7,4.8,---,---,---,---,---,---,---,---,---,---,---,151,---,5.8,25000,11.2,---
8,2,´º¬ü·Ë,¸UºÖ¾ô,28.1,32.5,7.4,5.2,1.2,0.28,0.92,0.1,1.8,6.4,---,---,---,---,---,---,---,---,---,---,---,188,---,3.1,35000,15.6,---
8,3,´º¬ü·Ë,«í¥ú¾ô,28.5,33,7.4,4.8,0.6,ND<0.08,1,0.09,1.7,5.2,---,---,---,---,---,---,---,---,---,---,---,194,---,2.8,2200,17.3,---
8,4,´º¬ü·Ë,´º¬ü¾ô,28.7,32.5,7.4,4.9,2,0.93,1.29,0.15,3.9,8.1,---,---,---,---,---,---,---,---,---,---,---,268,---,2.8,29000,28.6,---
8,5,²H¤ôªe,»O¥_¾ô,28.7,32,7.3,1.7,2.1,1.66,0.51,0.15,60.2,12.4,---,---,---,---,---,---,---,---,---,---,---,250,---,34,170000,27.6,---
8,6,°ò¶©ªe,¦¨¥\¾ô,29.1,33.5,7.4,3,0.9,0.59,0.95,0.16,5.3,7.6,---,---,---,---,---,---,---,---,---,---,---,190,---,6.1,16000,19.3,---
8,7,°ò¶©ªe,¤jª½¾ô,28.2,32,7.4,2.5,1.1,0.99,1.46,0.19,21.9,10.5,---,---,---,---,---,---,---,---,---,---,---,205,---,19,31000,21.3,---
8,8,°ò¶©ªe,©Ó¼w¾ô,27.8,31.5,7.4,1.7,1.6,1.29,1.23,0.16,23.2,8.4,---,---,---,---,---,---,---,---,---,---,---,211,---,3.4,160000,22.1,---
8,9,Âù·Ë,Âù·Ë¨ú¤ô¤f,29,32,8.1,8.1,0.2,ND<0.08,0.65,0.04,1.4,2.6,---,---,---,---,---,---,---,---,---,---,---,127,---,2.3,950,12,---
8,10,Âù·Ë,«Cò¢·Ë,26.9,34.5,8.2,7.9,0.1,ND<0.08,1.42,ND<0.01,4.5,3.2,---,---,---,---,---,---,---,---,---,---,---,176,---,3.8,6500,11.9,---
8,11,Âù·Ë,´_¿³¾ô,29.1,34.5,8.2,9,0.2,ND<0.08,1.36,0.04,2.6,1.8,---,---,---,---,---,---,---,---,---,---,---,205,---,2.6,14000,13.1,---
8,12,ÁD·Ë,¶§©ú¤s,24,32.5,7.5,8.1,0.2,ND<0.08,0.61,ND<0.01,2.5,3.1,---,---,---,---,---,---,---,---,---,---,---,172,---,0.6,11000,14.4,---
8,13,ÁD·Ë,ÁD·Ë¾ô,30.9,35,3.8,7.1,0.5,0.35,1.01,ND<0.01,4.2,3.7,---,---,---,---,---,---,---,---,---,---,---,749,---,2.7,55,86.3,---
8,14,¶Q¤l§|·Ë,·s¶Q¤l§|,33.3,35,8.4,6.9,0.5,ND<0.08,1.41,0.05,6.5,9,---,---,---,---,---,---,---,---,---,---,---,297,---,4.7,10000,23.1,---
8,15,¤s½Þ¸]·Ë,¤s½Þ¸]·Ë,26.7,32,8.2,7.3,0.8,ND<0.08,0.99,0.16,2.3,5.2,---,---,---,---,---,---,---,---,---,---,---,507,---,1.8,2400,57.7,---
8,16,ÁD´ä·Ë,¤jÂ×°±¨®³õ,31.8,33.5,2.7,6.3,3,3.59,0.97,ND<0.01,5.2,15.6,---,---,---,---,---,---,---,---,---,---,---,2930,---,4.6,<10,291,---
9,1,·s©±·Ë,¥ÃºÖ¾ô,24.2,32,7.5,7.8,0.4,ND<0.08,0.56,ND<0.01,122,6.8,---,---,---,---,---,---,---,---,---,---,---,96,---,100,23000,8.7,---
9,2,´º¬ü·Ë,¸UºÖ¾ô,25.1,29,7.7,7.3,0.5,0.08,0.71,0.03,4.6,3.5,---,---,---,---,---,---,---,---,---,---,---,136,---,3.2,55000,8.3,---
9,3,´º¬ü·Ë,«í¥ú¾ô,25.4,30,7.7,7.2,0.6,ND<0.08,0.74,0.04,4.5,4.2,---,---,---,---,---,---,---,---,---,---,---,130,---,4,70000,8.5,---
9,4,´º¬ü·Ë,´º¬ü¾ô,25.8,30,7.6,7.3,0.6,ND<0.08,0.86,0.03,5.2,4.5,---,---,---,---,---,---,---,---,---,---,---,139,---,5.1,42000,8.7,---
9,5,²H¤ôªe,»O¥_¾ô,24.1,33,7.2,6.7,0.7,0.37,0.42,0.03,297,18.3,---,---,---,---,---,---,---,---,---,---,---,101,---,230,310000,9.8,---
9,6,°ò¶©ªe,¦¨¥\¾ô,26.6,29,7.6,6.4,1.2,0.2,0.69,0.05,40.4,10.3,---,---,---,---,---,---,---,---,---,---,---,141,---,17,55000,9.5,---
9,7,°ò¶©ªe,¤jª½¾ô,26.4,28.5,7.6,5.5,1.4,0.47,0.72,0.08,29.2,13.8,---,---,---,---,---,---,---,---,---,---,---,169,---,24,170000,10.5,---
9,8,°ò¶©ªe,©Ó¼w¾ô,26.3,28.5,7.6,4.9,1.3,0.56,0.73,0.08,39.8,9.3,---,---,---,---,---,---,---,---,---,---,---,165,---,22,130000,10.3,---
9,9,Âù·Ë,Âù·Ë¨ú¤ô¤f,26.2,27.5,7.8,7.8,0.6,ND<0.08,0.49,ND<0.01,3.6,2.8,---,---,---,---,---,---,---,---,---,---,---,116,---,26,11000,10.3,---
9,10,Âù·Ë,«Cò¢·Ë,25.2,27.5,8,8.1,0.2,ND<0.08,1.49,ND<0.01,8.4,3.9,---,---,---,---,---,---,---,---,---,---,---,174,---,16,36000,11.3,---
9,11,Âù·Ë,´_¿³¾ô,26.8,27,7.7,7.3,1.1,ND<0.08,1.09,0.02,22,8.7,---,---,---,---,---,---,---,---,---,---,---,158,---,22,110000,10.8,---
9,12,ÁD·Ë,¶§©ú¤s,22.5,26.5,7.9,7.9,0.5,0.26,0.95,0.03,6.6,3.8,---,---,---,---,---,---,---,---,---,---,---,120,---,5.7,13000,9.5,---
9,13,ÁD·Ë,ÁD·Ë¾ô,27.1,28,4.8,7.4,0.3,ND<0.08,0.87,ND<0.01,59,11.9,---,---,---,---,---,---,---,---,---,---,---,349,---,50,2200,35.1,---
9,14,¶Q¤l§|·Ë,·s¶Q¤l§|,28.1,30.5,8.4,7.1,0.8,ND<0.08,1.53,0.02,17.3,11.1,---,---,---,---,---,---,---,---,---,---,---,274,---,8.4,26000,19.8,---
9,15,¤s½Þ¸]·Ë,¤s½Þ¸]·Ë,26.5,33.5,8.4,5.5,0.4,ND<0.08,0.72,0.03,4,6.1,---,---,---,---,---,---,---,---,---,---,---,529,---,2.3,7000,67.7,---
9,16,ÁD´ä·Ë,¤jÂ×°±¨®³õ,32.2,32,2.6,5.1,1.6,4.37,0.79,ND<0.01,2.8,14.6,---,---,---,---,---,---,---,---,---,---,---,3260,---,1.9,<10,314,---
10,1,·s©±·Ë,¥ÃºÖ¾ô,25.8,26,7.4,4.8,5.2,1.2,1.17,0.2,18.1,11.6,ND<0.641,ND<0.634,29.4,2.33,28.8,---,101,ND<0.647,1.31,ND<0.200,---,225,---,12,90000,20,---
10,2,´º¬ü·Ë,¸UºÖ¾ô,27.9,27,7.7,4.2,2.3,2.17,0.92,0.33,5.3,10,ND<0.641,ND<0.634,1.45,ND<0.643,4.95,---,94.9,ND<0.647,0.745,ND<0.200,---,275,---,5.4,27000,20.4,---
10,3,´º¬ü·Ë,«í¥ú¾ô,27.9,27,7.6,4.8,1.7,1.08,1.07,0.38,6.3,7.5,ND<0.641,ND<0.634,1.32,ND<0.643,11.1,---,105,ND<0.647,0.782,ND<0.200,---,277,---,1.9,6500,21,---
10,4,´º¬ü·Ë,´º¬ü¾ô,28,27,7.6,4.8,2.1,2.15,1.49,0.29,7.4,9.3,ND<0.641,ND<0.634,1.54,0.79,7.38,---,69.4,ND<0.647,3.33,ND<0.200,---,335,---,3.7,14000,25.9,---
10,5,²H¤ôªe,»O¥_¾ô,26.3,26,7.3,3.5,5.3,3.29,0.62,0.14,49.4,17.4,ND<0.641,2.66,8.85,3.64,23.5,---,116,ND<0.647,4.87,ND<0.200,---,683,---,65,160000,85.8,---
10,6,°ò¶©ªe,¦¨¥\¾ô,27.6,26.5,7.4,3.3,3.1,2.29,0.75,0.16,8.3,9.7,ND<0.641,ND<0.634,1.78,ND<0.643,6.72,---,99.8,ND<0.647,1.46,ND<0.200,---,308,---,4.3,80000,27.2,---
10,7,°ò¶©ªe,¤jª½¾ô,27.8,26.5,7.4,3.2,1.6,2.43,2.01,0.13,5.8,11.4,ND<0.641,ND<0.634,2.58,1.88,9.69,---,64.5,ND<0.647,1.55,ND<0.200,---,331,---,11,65000,35.9,---
10,8,°ò¶©ªe,©Ó¼w¾ô,27.8,27,7.3,2.8,2.7,2.53,1.87,0.1,13.3,13.2,ND<0.641,ND<0.634,1.98,ND<0.643,6.11,---,59.6,ND<0.647,1.47,ND<0.200,---,469,---,6.2,140000,43.1,---
10,9,Âù·Ë,Âù·Ë¨ú¤ô¤f,25.2,25.5,7.9,8.1,1.4,ND<0.08,0.57,0.02,6.6,4.8,ND<0.641,ND<0.634,1.73,ND<0.643,4.54,---,32.5,ND<0.647,0.699,ND<0.200,---,437,---,8.1,7000,10.4,---
10,10,Âù·Ë,«Cò¢·Ë,23.3,26.5,8.1,8.4,0.6,ND<0.08,1.56,0.01,9.6,3.5,ND<0.641,ND<0.634,1.76,ND<0.643,4.93,---,24.4,ND<0.647,ND<0.636,ND<0.200,---,221,---,7.6,14000,14.9,---
10,11,Âù·Ë,´_¿³¾ô,24.8,26.5,7.9,8.3,1,ND<0.08,1.66,0.02,6.4,2.7,ND<0.641,ND<0.634,1.5,ND<0.643,4.8,---,20.7,ND<0.647,ND<0.636,ND<0.200,---,226,---,6.3,17000,16.6,---
10,12,ÁD·Ë,¶§©ú¤s,21.9,24.5,7.6,8.6,0.2,ND<0.08,0.78,0.02,4.8,ND<1.5,ND<0.641,ND<0.634,1.33,ND<0.643,2.82,---,5.45,ND<0.647,ND<0.636,ND<0.200,---,201,---,2.2,8500,14.9,---
10,13,ÁD·Ë,ÁD·Ë¾ô,26.9,26,3.6,7.2,0.6,0.32,0.95,ND<0.01,3,ND<1.5,ND<0.641,2.73,5.81,2.12,44.5,---,392,ND<0.647,2.9,ND<0.200,---,854,---,2.2,75,84.3,---
10,14,¶Q¤l§|·Ë,·s¶Q¤l§|,25,25.5,8.3,8.1,0.6,ND<0.08,1.51,0.03,22.1,7.6,ND<0.641,ND<0.634,4.62,1.29,16.9,---,80.2,ND<0.647,1.33,ND<0.200,---,287,---,24,1500,23.9,---
10,15,¤s½Þ¸]·Ë,¤s½Þ¸]·Ë,25.5,25,8.3,7.7,2.6,ND<0.08,0.93,0.03,4.6,12,ND<0.641,ND<0.634,2.75,ND<0.643,7.24,---,58.4,ND<0.647,0.915,ND<0.200,---,375,---,2.5,90000,30.7,---
10,16,ÁD´ä·Ë,¤jÂ×°±¨®³õ,28.5,26,3.2,6.8,2.4,1.99,1.33,ND<0.01,26.1,21.2,0.9,2.34,6.79,49.1,164,---,548,ND<0.647,2.56,ND<0.200,149,1220,---,2,200,130,---
11,1,·s©±·Ë,¥ÃºÖ¾ô,26.8,29,7.6,6.6,4,1.34,1.06,0.17,7.4,10.6,---,---,---,---,---,---,---,---,---,---,---,226,---,8.2,55000,23.7,---
11,2,´º¬ü·Ë,¸UºÖ¾ô,25.5,29.5,7.6,4,3.9,1.42,1.1,1.04,3.7,7.8,---,---,---,---,---,---,---,---,---,---,---,260,---,1,13000,20.7,---
11,3,´º¬ü·Ë,«í¥ú¾ô,25.7,29,7.6,3.9,2.2,0.52,1.74,0.89,2.7,7.1,---,---,---,---,---,---,---,---,---,---,---,260,---,1.4,6500,24.5,---
11,4,´º¬ü·Ë,´º¬ü¾ô,26.4,29,7.6,4.9,4,1.84,1.87,1.13,6.1,11.5,---,---,---,---,---,---,---,---,---,---,---,358,---,1.5,65000,35.7,---
11,5,²H¤ôªe,»O¥_¾ô,25.8,29,7.2,5.3,5.7,4.2,0.49,0.24,42.2,22.8,---,---,---,---,---,---,---,---,---,---,---,2250,---,33,320000,389,---
11,6,°ò¶©ªe,¦¨¥\¾ô,25.5,26,7.5,4.3,3.2,0.81,1.39,0.28,1.3,9.8,---,---,---,---,---,---,---,---,---,---,---,275,---,7.4,70000,30.4,---
11,7,°ò¶©ªe,¤jª½¾ô,26.2,25.5,7.4,5.2,4.8,1.56,3.32,0.28,34.6,17.4,---,---,---,---,---,---,---,---,---,---,---,296,---,19,85000,33.4,---
11,8,°ò¶©ªe,©Ó¼w¾ô,26.2,26.5,7,6.1,4.1,1.08,3.23,0.22,20.6,13.6,---,---,---,---,---,---,---,---,---,---,---,337,---,15,7500,37.4,---
11,9,Âù·Ë,Âù·Ë¨ú¤ô¤f,24.1,28,8.1,8.6,1,ND<0.08,0.71,ND<0.01,1.6,1.8,---,---,---,---,---,---,---,---,---,---,---,179,---,2.6,1300,12.7,---
11,10,Âù·Ë,«Cò¢·Ë,22.9,28.5,8.2,8.5,0.4,ND<0.08,1.71,0.04,7.9,4.1,---,---,---,---,---,---,---,---,---,---,---,179,---,6,10000,13.8,---
11,11,Âù·Ë,´_¿³¾ô,24.4,28.5,8.1,8.9,0.5,ND<0.08,1.69,0.07,5,3.6,---,---,---,---,---,---,---,---,---,---,---,205,---,1.8,35000,15.4,---
11,12,ÁD·Ë,¶§©ú¤s,19.7,25.5,7.7,9.3,0.4,ND<0.08,0.71,ND<0.01,3.6,3.4,---,---,---,---,---,---,---,---,---,---,---,186,---,4.3,2300,10.8,---
11,13,ÁD·Ë,ÁD·Ë¾ô,24.1,26.5,4,8.6,0.3,0.14,1.07,ND<0.01,8.1,3.8,---,---,---,---,---,---,---,---,---,---,---,709,---,9.1,250,78.4,---
11,14,¶Q¤l§|·Ë,·s¶Q¤l§|,24.2,27,8.3,8.5,0.5,ND<0.08,1.64,0.04,19.6,7.2,---,---,---,---,---,---,---,---,---,---,---,282,---,16,12000,23,---
11,15,¤s½Þ¸]·Ë,¤s½Þ¸]·Ë,22.8,27,8.1,7.2,0.6,ND<0.08,1.12,0.12,1.9,4.7,---,---,---,---,---,---,---,---,---,---,---,619,---,4,1200,49.4,---
11,16,ÁD´ä·Ë,¤jÂ×°±¨®³õ,29.8,28.5,2.6,5.1,2.9,4.82,0.84,ND<0.01,4.8,14.2,---,---,---,---,---,---,---,---,---,---,---,3460,---,4.7,<10,331,---
12,1,·s©±·Ë,¥ÃºÖ¾ô,20.1,19.5,7.3,5.6,2,1.01,1.16,0.14,10.1,8.5,---,---,---,---,---,---,---,---,---,---,---,206,---,4,75000,13,---
12,2,´º¬ü·Ë,¸UºÖ¾ô,17.5,16,7,7.1,1.8,0.44,1.19,0.09,9.1,9.4,---,---,---,---,---,---,---,---,---,---,---,181,---,5.8,55000,10.2,---
12,3,´º¬ü·Ë,«í¥ú¾ô,17.6,15,7.2,5.7,1.7,0.28,1.11,0.11,8.4,6.8,---,---,---,---,---,---,---,---,---,---,---,178,---,2.5,95000,10.3,---
12,4,´º¬ü·Ë,´º¬ü¾ô,18.1,15.5,7.2,6.3,2.1,0.89,1.26,0.11,7.9,7.3,---,---,---,---,---,---,---,---,---,---,---,208,---,4.7,95000,13.2,---
12,5,²H¤ôªe,»O¥_¾ô,19.8,20,7,3.9,1.8,3.78,0.55,0.59,31.6,29.3,---,---,---,---,---,---,---,---,---,---,---,5820,---,24,19000,684,---
12,6,°ò¶©ªe,¦¨¥\¾ô,18.7,23,6.8,8.6,1.6,0.13,0.92,0.04,3.7,4.3,---,---,---,---,---,---,---,---,---,---,---,175,---,9.2,38000,15.6,---
12,7,°ò¶©ªe,¤jª½¾ô,18.1,23,6.7,7.4,1.8,0.34,1.32,0.06,6.3,5.8,---,---,---,---,---,---,---,---,---,---,---,168,---,5.9,75000,16.1,---
12,8,°ò¶©ªe,©Ó¼w¾ô,17.8,23.5,6.7,7.5,1.3,0.36,1.47,0.06,11.4,6,---,---,---,---,---,---,---,---,---,---,---,576,---,19,140000,17.6,---
12,9,Âù·Ë,Âù·Ë¨ú¤ô¤f,15.9,15,7.4,10.2,0.6,ND<0.08,0.48,ND<0.01,9.4,5.6,---,---,---,---,---,---,---,---,---,---,---,87,---,6.2,9000,14.7,---
12,10,Âù·Ë,«Cò¢·Ë,15.6,15.5,7.3,10.4,0.4,ND<0.08,0.61,ND<0.01,21.2,7.7,---,---,---,---,---,---,---,---,---,---,---,105,---,19,5500,13.1,---
12,11,Âù·Ë,´_¿³¾ô,16.7,15.5,7.3,10,0.6,ND<0.08,0.71,ND<0.01,16.3,6.6,---,---,---,---,---,---,---,---,---,---,---,118,---,13,25000,12.3,---
12,12,ÁD·Ë,¶§©ú¤s,16.2,19,7.6,10.1,0.5,ND<0.08,0.88,0.02,2.4,2.8,---,---,---,---,---,---,---,---,---,---,---,289,---,12,11000,12.7,---
12,13,ÁD·Ë,ÁD·Ë¾ô,21.3,22.5,3.9,8.9,1,ND<0.08,1.02,0.01,15.4,5.3,---,---,---,---,---,---,---,---,---,---,---,205,---,11,450,67.8,---
12,14,¶Q¤l§|·Ë,·s¶Q¤l§|,18.3,22,8.1,10,1,ND<0.08,1.99,0.04,13.3,6.1,---,---,---,---,---,---,---,---,---,---,---,139,---,2.3,14000,16.2,---
12,15,¤s½Þ¸]·Ë,¤s½Þ¸]·Ë,18.7,21,7.9,9.1,0.7,ND<0.08,0.87,0.04,1.3,5.5,---,---,---,---,---,---,---,---,---,---,---,623,---,0.7,2000,75.8,---
12,16,ÁD´ä·Ë,¤jÂ×°±¨®³õ,26.7,20.5,2.3,5.3,2.7,4.11,0.59,ND<0.01,4.3,14,---,---,---,---,---,---,---,---,---,---,---,3120,---,1.4,<10,321,---
